patch_id,date,resilience_ar1
0,2004-12-01,-0.05763199056713866
0,2005-01-01,-0.02959082116695763
0,2005-02-01,-0.007547677861901621
0,2005-03-01,0.048753713204493634
0,2005-04-01,0.08452653271474028
0,2005-05-01,0.0898399593208808
0,2005-06-01,0.06135045710887149
0,2005-07-01,0.11688610857452737
0,2005-08-01,0.1402711153793469
0,2005-09-01,0.08706694983308333
0,2005-10-01,0.10983578223380319
0,2005-11-01,0.11915672140876392
0,2005-12-01,0.08835740152284272
0,2006-01-01,0.055233412211064946
0,2006-02-01,0.0939123651718032
0,2006-03-01,0.09455304092670595
0,2006-04-01,-0.011130067198738389
0,2006-05-01,-0.02905966352153243
0,2006-06-01,-0.03641441509526177
0,2006-07-01,-0.04877906671026546
0,2006-08-01,-0.005738647851569894
0,2006-09-01,-0.04116471456175521
0,2006-10-01,0.041146063816292495
0,2006-11-01,0.09856047116129707
0,2006-12-01,0.08153223099921017
0,2007-01-01,0.08526096388805161
0,2007-02-01,0.046103754291392074
0,2007-03-01,-0.0036717180851551473
0,2007-04-01,-0.007487849756465725
0,2007-05-01,-0.01759667674723535
0,2007-06-01,-0.22559573670939048
0,2007-07-01,-0.2821723745957072
0,2007-08-01,-0.3366621151218042
0,2007-09-01,-0.35476582917466987
0,2007-10-01,-0.34837339003298545
0,2007-11-01,-0.3148348325668272
0,2007-12-01,-0.27719083645653825
0,2008-01-01,-0.3085340476241359
0,2008-02-01,-0.13099815141414223
0,2008-03-01,-0.10026534369975612
0,2008-04-01,-0.08958282263416614
0,2008-05-01,-0.04726569504508323
0,2008-06-01,-0.15554938439559057
0,2008-07-01,-0.17307808688737392
0,2008-08-01,-0.18198356521955447
0,2008-09-01,-0.04718764905603682
0,2008-10-01,0.1455978707315737
0,2008-11-01,0.2556786548389385
0,2008-12-01,0.3019193988244946
0,2009-01-01,0.3451473711080685
0,2009-02-01,0.5147141027570594
0,2009-03-01,0.4473185723075119
0,2009-04-01,0.43002998025087485
0,2009-05-01,0.3850305794455881
0,2009-06-01,0.4060321980102316
0,2009-07-01,0.43892612064754116
0,2009-08-01,0.43399746369916603
0,2009-09-01,0.43008487841890886
0,2009-10-01,0.4135433155727321
0,2009-11-01,0.43878269506639866
0,2009-12-01,0.3976313862040721
0,2010-01-01,0.3416335832948743
0,2010-02-01,0.4904963054349766
0,2010-03-01,0.37706606611995475
0,2010-04-01,0.33141714254261473
0,2010-05-01,0.43023778395641066
0,2010-06-01,0.4302223129348538
0,2010-07-01,0.43932291975842797
0,2010-08-01,0.4526214965391315
0,2010-09-01,0.45555380486706554
0,2010-10-01,0.471025728196177
0,2010-11-01,0.505823896469259
0,2010-12-01,0.5015583733152924
0,2011-01-01,0.38070911703308563
0,2011-02-01,0.39513995649937284
0,2011-03-01,0.3916470360241248
0,2011-04-01,0.42153691914461144
0,2011-05-01,0.41678129365442035
0,2011-06-01,0.41632313175921665
0,2011-07-01,0.410183610080733
0,2011-08-01,0.39403011364409046
0,2011-09-01,0.44376948050113924
0,2011-10-01,0.42212262335767614
0,2011-11-01,0.32087377862551675
0,2011-12-01,0.45902301928164463
0,2012-01-01,0.3815402381512446
0,2012-02-01,0.45362718087157045
0,2012-03-01,0.47402987538408725
0,2012-04-01,0.4211435843771468
0,2012-05-01,0.43530895488979315
