patch_id,date,resilience_ar1
0,2005-12-01,0.135702728547661
0,2006-01-01,0.1305487681193112
0,2006-02-01,0.13266770231185918
0,2006-03-01,0.10864320239943186
0,2006-04-01,0.044711680768464525
0,2006-05-01,0.04697693764287854
0,2006-06-01,0.03041706316942787
0,2006-07-01,0.0038508778916217616
0,2006-08-01,0.015505381360469304
0,2006-09-01,-0.010834625977674978
0,2006-10-01,0.003993992931214079
0,2006-11-01,0.009074609229381475
0,2006-12-01,-0.01915397241150188
0,2007-01-01,-0.02371593077734462
0,2007-02-01,0.00983480062965477
0,2007-03-01,0.02092321923784886
0,2007-04-01,0.007940475020115818
0,2007-05-01,0.0010078534190275704
0,2007-06-01,0.0006591504504028511
0,2007-07-01,0.019826267083735152
0,2007-08-01,0.041414705377319234
0,2007-09-01,-0.024696148043353607
0,2007-10-01,0.03636811523132892
0,2007-11-01,0.10297585996178577
0,2007-12-01,0.10153202105430455
0,2008-01-01,0.09448451255439719
0,2008-02-01,0.09707316617164509
0,2008-03-01,-0.015002872984543987
0,2008-04-01,-0.0062014315619837385
0,2008-05-01,-0.000789617320457442
0,2008-06-01,-0.15227024858208382
0,2008-07-01,-0.20632645428818888
0,2008-08-01,-0.21295597737857355
0,2008-09-01,-0.11020989686457233
0,2008-10-01,0.0576297337711066
0,2008-11-01,0.14003689336312183
0,2008-12-01,0.1809825039434173
0,2009-01-01,0.219501554087826
0,2009-02-01,0.4272947905259146
0,2009-03-01,0.4927425503814105
0,2009-04-01,0.4846589940077191
0,2009-05-01,0.4465947139038678
0,2009-06-01,0.4277556315292858
0,2009-07-01,0.42570552042576865
0,2009-08-01,0.4225592164722953
0,2009-09-01,0.4199615616783149
0,2009-10-01,0.39447338778865093
0,2009-11-01,0.4195297897301911
0,2009-12-01,0.3958519791130974
0,2010-01-01,0.33875007481070113
0,2010-02-01,0.3948553709379432
0,2010-03-01,0.34173752988509726
0,2010-04-01,0.3358664542611058
0,2010-05-01,0.3837325595587994
0,2010-06-01,0.3860438382651489
0,2010-07-01,0.40381987566686456
0,2010-08-01,0.39871577799493757
0,2010-09-01,0.40714715061709844
0,2010-10-01,0.4360059892208168
0,2010-11-01,0.4755115137626567
0,2010-12-01,0.468496540438977
0,2011-01-01,0.4754497557271184
0,2011-02-01,0.5338946034676617
0,2011-03-01,0.5190755697737308
0,2011-04-01,0.49666377877962264
0,2011-05-01,0.5063349031129918
0,2011-06-01,0.5078213860254527
0,2011-07-01,0.5121024023268853
0,2011-08-01,0.5072389184938652
0,2011-09-01,0.501908155631492
0,2011-10-01,0.5007224227523981
0,2011-11-01,0.4060990001438138
0,2011-12-01,0.43532138362481343
0,2012-01-01,0.3572479109846339
0,2012-02-01,0.38002865854002543
0,2012-03-01,0.38048047289478737
0,2012-04-01,0.4006481574143891
0,2012-05-01,0.3933342342514644
0,2012-06-01,0.36742229008049787
0,2012-07-01,0.35620241685359366
0,2012-08-01,0.35708929083284646
0,2012-09-01,0.3808204131284103
0,2012-10-01,0.39932776418797816
0,2012-11-01,0.45053517293310924
0,2012-12-01,0.5078089272532436
0,2013-01-01,0.4653857109508278
0,2013-02-01,0.46009336774188825
0,2013-03-01,0.4452025799370268
0,2013-04-01,0.40493367045534834
0,2013-05-01,0.4102754751454861
0,2013-06-01,0.4187530667797909
0,2013-07-01,0.4321530596136988
0,2013-08-01,0.42573842992620253
0,2013-09-01,0.42767844202306793
0,2013-10-01,0.3781798378325143
0,2013-11-01,0.3455669460047069
0,2013-12-01,0.3512202511297694
0,2014-01-01,0.355357910790725
0,2014-02-01,0.3581426140085302
