patch_id,own_vod_t,neighbor_vod_t,precip_anom_t,own_vod_past
0,-0.0126983678437646,-0.01848999104898405,-9.92554446174762,-0.0162045478720904
0,-0.016061451327094,-0.01359158813804405,-23.10073983902112,-0.0126983678437646
0,-0.0193394881662778,-0.0148338839452052,53.20792368464163,-0.016061451327094
0,-0.013106069810524,-0.014309364084424049,-12.0219382944517,-0.0193394881662778
0,-0.018157928464223,-0.01580786377158415,126.2416875614785,-0.013106069810524
0,-0.0268524240519507,-0.0233075331024026,8.245256828004486,-0.018157928464223
0,-0.0205700108095978,-0.016200381181611,11.502700193482468,-0.0268524240519507
0,-0.0076461570560832,-0.0059446797645853,-18.05656451229005,-0.0205700108095978
0,-0.0077196111017261,-0.0086263513119312,7.50706673311069,-0.0076461570560832
0,-0.0166956354657701,-0.011092466589605601,-53.22650760677644,-0.0077196111017261
0,-0.0048781855891157,-0.00742775853803465,-14.966891767876175,-0.0166956354657701
0,-0.0120184798278355,-0.019151163872770348,30.407454521162435,-0.0048781855891157
0,-0.0079904033284052,-0.01058821072867905,9.763824082026304,-0.0120184798278355
0,-0.0210298822481171,-0.022866619674883203,74.51683885818346,-0.0079904033284052
0,-0.0109977267200662,-0.0175245530278412,-59.7023711714894,-0.0210298822481171
0,-0.0102949523049824,-0.013149722829263799,-97.56196847362445,-0.0109977267200662
0,-0.0129115181367451,-0.01030995066523285,21.66215920886026,-0.0102949523049824
0,-0.0137494304626704,-0.0144118752056373,81.37473813914694,-0.0129115181367451
0,-0.0084254621926982,-0.002949272424563,33.210099957394405,-0.0137494304626704
0,-0.0264878607382335,-0.0157157230504338,19.502397189848125,-0.0084254621926982
0,-0.0224154271469423,-0.02228894617279225,-27.09881334817038,-0.0264878607382335
0,-0.0038965284141241,-0.00436868198400715,-25.776679189549757,-0.0224154271469423
0,-0.0213432878810022,-0.0151292514522238,-54.96652394463308,-0.0038965284141241
0,-0.0178623626498279,-0.0158454407088446,-66.46619697962888,-0.0213432878810022
0,-0.0207594037972382,-0.020060836490548697,21.842398800561227,-0.0178623626498279
0,-0.0258692720392781,-0.023470998036218597,22.82692633783444,-0.0207594037972382
0,-0.01837447630688,-0.0185405061153296,13.318952449038534,-0.0258692720392781
0,-0.0152570097102648,-0.0161030395766651,-66.98440126506611,-0.01837447630688
0,-0.0241892224833055,-0.0176382032841192,13.44202012261377,-0.0152570097102648
0,-0.0294499884780838,-0.0207105338748306,-33.01746967560612,-0.0241892224833055
0,-0.0152452880266016,-0.0136502837865617,-38.339009774965234,-0.0294499884780838
0,-0.0143222275386298,-0.014018715728612,-20.965995744057025,-0.0152452880266016
0,-0.0019216793759375,-0.01056984584754655,62.007939030695695,-0.0143222275386298
0,-0.0153270507948599,-0.01665979590019055,-29.596734476881124,-0.0019216793759375
0,-0.0107446221802609,-0.0127819359274522,-16.414650896238186,-0.0153270507948599
0,-0.0173932470016819,-0.0220320460645939,-2.575200467603281,-0.0107446221802609
0,-0.0168717723450266,-0.017349812110989002,47.751940633961965,-0.0173932470016819
0,0.0025284405888537,0.0012688269043015,-40.12179703870788,-0.0168717723450266
0,-0.0214357336288277,-0.01980430064086475,20.61068238355216,0.0025284405888537
0,-0.0151127136990845,-0.01470900179160725,-37.33154675392436,-0.0214357336288277
0,-0.0175258824487369,-0.0176670540987009,4.50407665660606,-0.0151127136990845
0,-0.0215729269025417,-0.02052038996569515,33.61220650845208,-0.0175258824487369
0,-0.0119252345109042,-0.0195953970456711,38.96315009917599,-0.0215729269025417
0,-0.01233015898777,-0.0189842231199961,0.8777999782934671,-0.0119252345109042
0,-0.0101810782195821,-0.01461143786274075,-10.892774316947907,-0.01233015898777
0,-0.0167409503377014,-0.020652952074019702,-1.2831914771814183,-0.0101810782195821
0,-0.0068958968012764,-0.0085218029590712,80.5020621977281,-0.0167409503377014
0,-0.0133626683455454,-0.015522089249169702,9.113356766803122,-0.0068958968012764
0,-0.0086110418243028,-0.0166844138032049,-155.2711455324199,-0.0133626683455454
0,-0.0160059253853595,-0.01813849076157355,4.868162272777397,-0.0086110418243028
0,-0.0142028177980386,-0.0136102126342002,47.92476330734786,-0.0160059253853595
0,-0.0145718864585631,-0.0132664936436959,57.73183540748428,-0.0142028177980386
0,-0.0110730309078659,-0.01013176054955575,39.86407961538063,-0.0145718864585631
0,-0.0052892619451827,-0.0100757538751763,67.56480877795254,-0.0110730309078659
0,-0.0194526262623329,-0.014533718765702149,-13.126546773058363,-0.0052892619451827
0,-0.0105217064234239,-0.008513767551306,7.40421991180628,-0.0194526262623329
0,-0.0127346171115219,-0.0089095805830997,68.83714191960172,-0.0105217064234239
0,-0.0032846512996418,-0.0077516473964848,-5.843839412229158,-0.0127346171115219
0,-0.0120616493225846,-0.01072162813470985,1.7850747763644677,-0.0032846512996418
0,-0.0086531108172487,-0.0065771436668977,33.89848950575106,-0.0120616493225846
0,0.0037305635894318,-0.00171644305546295,18.90534529895524,-0.0086531108172487
0,-0.0193235082835625,-0.0181503626743776,-5.404254783783074,0.0037305635894318
0,-0.0171900635235835,-0.0130626128252715,-86.2133498657495,-0.0193235082835625
0,-0.0211034632274595,-0.021190850725422,16.44662198396398,-0.0171900635235835
