patch_id,twi
0,13.355704367863524
1,13.45725979046636
2,13.292920933011617
3,13.438811690403657
4,13.612397680592185
5,13.741894509063844
6,13.586586957006947
7,13.418771326069237
8,13.061825990457393
9,12.62531193616034
10,12.539823987279558
11,12.349793325409665
12,12.174328221207361
13,12.640374385552608
14,12.81833800945487
15,12.584311213667778
16,12.477747320531769
17,12.61786230499231
18,12.825493905560686
19,12.111060392220336
20,11.921803927750588
21,11.648107992867699
22,13.473887626913934
23,13.442318390660535
24,13.506953992701352
25,13.512547470379149
26,13.652681361023477
27,13.690125935448654
28,13.565294164634315
29,12.881209163174752
30,12.56160782998873
31,12.192891336856484
32,12.25707755183047
33,12.27399406587298
34,12.572497141313146
35,12.587128510629876
36,12.696396512218904
37,12.662644791495701
38,12.653518859700007
39,12.58545958843509
40,12.654419121854199
41,12.65787708173156
42,12.254469294112278
43,11.860961240824498
44,13.282953694538914
45,13.603581294062122
46,13.44713362923715
47,13.49612326253779
48,13.592481925631308
49,13.469461746208664
50,13.036290268365562
51,12.508188974879548
52,12.505466021792529
53,12.184889812960241
54,12.077063649444113
55,12.205940315345476
56,12.508386329066997
57,12.381555521217233
58,12.378436922895295
59,12.190436548616324
60,12.400027730175681
61,11.981721964235051
62,12.378970312721293
63,12.518423561206683
64,12.2194978487301
65,12.236900380530104
66,13.31454683533166
67,13.620230028138941
68,13.55657103506331
69,13.583603210573662
70,13.635806391090346
71,13.074086500146976
72,12.459263981103755
73,12.574868876711946
74,12.315912160312745
75,12.18363908696412
76,12.202054883285092
77,12.399229189516378
78,12.390767270431748
79,12.428209497919868
80,12.115564525969042
81,12.149920522465395
82,12.530013502596967
83,12.7133838414602
84,12.687242552475395
85,12.508200686401375
86,12.00872080954847
87,12.027361578329796
88,13.46434459525067
89,13.614365151280893
90,13.638442481187408
91,13.556593852260901
92,13.39096549568132
93,12.914306316521303
94,12.5446977853329
95,12.327410596442606
96,12.530092908991419
97,12.418639077387905
98,12.245533170112028
99,12.434467874836255
100,12.490081753133804
101,12.427970950122166
102,12.284894655328907
103,11.779674516105427
104,12.102956996326713
105,12.487364564472227
106,12.613359313534582
107,12.30431555717762
108,12.48119042245492
109,12.321251023943642
110,13.189892589472157
111,13.574850121951856
112,13.265510581904236
113,13.466292514055624
114,13.281361740231581
115,12.916415159510903
116,12.613431234464798
117,12.464126601400109
118,12.316469314360555
119,12.400658122166318
120,12.379511029670761
121,12.061182284773892
122,12.172444021820748
123,12.560595053346779
124,12.4199749868564
125,12.147103916571705
126,12.113091296288776
127,12.748190659969564
128,12.82147343546105
129,12.17522486399677
130,12.34234228637054
131,12.170925452534583
132,12.83884163444476
133,12.758143906811643
134,12.698644271240468
135,12.823304322692831
136,12.64237650609006
137,12.688733157417412
138,12.603273552998187
139,12.550028866937353
140,12.627963310918739
141,12.451254545615678
142,12.46251585897253
143,12.427293522750077
144,12.075161869786559
145,12.479753799006447
146,12.557119390427687
147,12.708108131439793
148,12.174888312798265
149,13.324590082889658
150,12.76578476829627
151,11.958971435753533
152,12.292219923390931
153,11.987485255091412
154,12.908900383763047
155,12.515411790252914
156,11.976483534733319
157,12.319140589413008
158,12.442580561504657
159,12.356040685994635
160,12.252635112848436
161,12.077401162326714
162,12.429850692452579
163,12.304445344417294
164,12.447516739051197
165,12.572189844953428
166,12.332717331953601
167,12.30555567386773
168,12.650278488700742
169,12.68733278776402
170,12.872133480734593
171,13.75962831635657
172,12.855837615998539
173,12.08812394670576
174,11.927740030640186
175,12.027285623974592
176,13.504353803364245
177,13.10494045831679
178,12.560442917237301
179,12.555308936130178
180,12.406260332445708
181,12.345022473645368
182,12.050268640257714
183,12.341323651087523
184,12.387517978583173
185,12.433525712461792
186,12.443244594432393
187,12.472738664082582
188,12.36112391772487
189,12.472557973229646
190,12.64737316345818
191,12.439834715807901
192,13.364758204585605
193,13.956439855207444
194,12.917383054486825
195,12.780320771880291
196,12.079911497584085
197,12.074407525810736
198,13.621200059151832
199,13.420182560076716
200,13.27613147069744
201,13.313067640517868
202,12.379943472677352
203,12.26808520003887
204,12.076643861904676
205,12.039508402022122
206,12.3029114977778
207,12.377033626955523
208,12.50029285605294
209,12.766798667138376
210,12.38691795379722
211,12.700485290019802
212,13.066863416206676
213,12.514841291540357
214,13.346247947345299
215,13.719303141462419
216,12.711777690944297
217,12.472077644361256
218,12.478441625490165
219,12.373762935145868
220,13.937477634991112
221,14.042503524781996
222,13.607036581575516
223,13.472350364483066
224,13.479175719455144
225,13.011783277176749
226,12.115391079395968
227,12.14926417721754
228,12.468710789347798
229,12.386767379065205
230,12.377980236311862
231,12.802771604950092
232,12.37068205736661
233,12.244724561311179
234,12.507106638226915
235,12.286677654329429
236,13.937650159709055
237,12.990604603136378
238,12.476918068440074
239,11.882977519015373
240,11.620007376291694
241,12.194628227978075
242,13.96412642502916
243,13.884920973187263
244,13.57717491888201
245,13.198404780040388
246,12.883323439692692
247,12.563817509656621
248,12.536296476132048
249,12.219204778948045
250,12.61778214944868
251,12.37183161622095
252,12.254307267810791
253,12.273312273428978
254,12.349356792614824
255,12.203743961814917
256,12.211327420323405
257,12.884400488179654
258,13.75997725830999
259,12.647655137175011
260,12.167718603635402
261,11.704907130880358
262,11.439442947873621
263,12.729481515798044
264,13.76151020052196
265,13.816123309929605
266,13.775798546216468
267,12.444600123631476
268,12.375230498824411
269,12.89662149212127
270,12.716440218240203
271,12.21685811005646
272,11.780243689485241
273,12.546828213018346
274,12.257655980710968
275,11.936526838699157
276,12.00112142324726
277,12.425548822459541
278,11.866737828779856
279,12.98125767066159
280,13.556606037549022
281,12.120175284763166
282,11.695974237174292
283,11.743933103651454
284,11.697509719951947
285,11.9652963152251
286,13.674290144079864
287,13.769569259415093
288,13.726996078490577
289,12.47687863901038
290,12.106124759529767
291,12.270389074806863
292,12.942287146016222
293,12.14601897030024
294,12.69302532309679
295,12.644078012919735
296,12.825292488075362
297,12.599939176386421
298,11.850704576112175
299,11.86351867520484
300,11.844017397009502
301,12.253401638229395
302,12.193313970471952
303,11.757387417538698
304,11.6301725259313
305,11.50832507586749
306,11.69269881478642
307,11.738050796948222
308,11.531976133704305
309,13.389632833380327
310,13.638769637265655
311,13.732266684246808
312,12.535289576975597
313,12.231516326828281
314,12.31655157482474
315,13.158607206591032
316,13.932065838401066
317,13.728903086727934
318,13.902248466882046
319,13.90378269837664
320,12.693615384004378
321,11.79607955428973
322,11.74391341394406
323,11.708198458740581
324,11.686594290098785
325,11.887196500870191
326,11.725790977396395
327,11.610403112690161
328,11.750350012868344
329,12.188734781620175
330,10.958337121475282
331,10.628660919722886
332,11.550493856562088
333,13.70446302107991
334,13.947532704990858
335,13.50835368563066
336,12.40343227010563
337,12.08219319902248
338,13.064442166173652
339,13.56743181345971
340,13.977446388798574
341,14.090336847247492
342,12.563037187347211
343,11.866026774914166
344,11.818741010800034
345,11.69544744825616
346,11.776887416427586
347,12.327655704681014
348,11.79431370925094
349,11.942199739692093
350,11.971816138066888
351,12.521619792918793
