patch_id,date,own_vod_t,neighbor_vod_t,precip_anom_t,own_vod_t1
0,2003-01-01,-0.0096385683221366,-0.013467930906117101,33.078051144371216,-0.0009326973646167
0,2003-02-01,-0.0009326973646167,-0.0048398871875247,-25.450897301946384,-0.0048388259921062
0,2003-03-01,-0.0048388259921062,-0.00585367033437785,-1.4889769718354842,-0.0067705507799293
0,2003-04-01,-0.0067705507799293,-0.00648702911751115,-3.638447521292449,-0.012720038257039
0,2003-05-01,-0.012720038257039,-0.0111087990688848,-25.91927139879185,-0.0136001996104309
0,2003-06-01,-0.0136001996104309,-0.01023417575309045,-7.826613347597267,-0.0114360877704198
0,2003-07-01,-0.0114360877704198,-0.01215714907456255,-6.689257312490016,-0.0095933105799174
0,2003-08-01,-0.0095933105799174,-0.01344808221238185,3.8021765697405385,-0.0072826991277833
0,2003-09-01,-0.0072826991277833,-0.00564210170643015,11.897277160110503,-0.006201739261643
0,2003-10-01,-0.006201739261643,-0.01465540169430655,73.78684455749328,-0.0058872833612927
0,2003-11-01,-0.0058872833612927,-0.01059231493955785,-51.197182498720224,-0.0101569482422245
0,2003-12-01,-0.0101569482422245,-0.01139436828243735,10.456007060347815,-0.0143913983084548
0,2004-01-01,-0.0143913983084548,-0.0107211740152549,-24.94823539926085,-0.0124750918143435
0,2004-02-01,-0.0124750918143435,-0.012779500679794099,63.97828318391527,-0.0166590704293666
0,2004-03-01,-0.0166590704293666,-0.00865404712639815,-38.77717544290482,-0.0164390455358516
0,2004-04-01,-0.0164390455358516,-0.018059011471247652,-43.082930081352885,-0.0216029152309672
0,2004-05-01,-0.0216029152309672,-0.0175779951510842,-53.89180279044169,-0.0146921537345204
0,2004-06-01,-0.0146921537345204,-0.0117034883332084,-10.208665973525877,-0.0178871090803277
0,2004-07-01,-0.0178871090803277,-0.01342038072915075,6.829055385017881,-0.00785621881767
0,2004-08-01,-0.00785621881767,-0.0075681380207964005,17.58942642437333,-0.0001408666001615
0,2004-09-01,-0.0001408666001615,-0.0117742404980821,-10.841079843743728,-0.0106104366088218
0,2004-10-01,-0.0106104366088218,-0.0161302727904041,-19.34417081137701,-0.0083953622664725
0,2004-11-01,-0.0083953622664725,-0.010961839930802549,-26.146659086249286,-0.0140078715902212
0,2004-12-01,-0.0140078715902212,-0.01622188310718745,-46.171859280795445,-0.0110895540193781
0,2005-01-01,-0.0110895540193781,-0.0189131619760654,-85.38028792398319,-0.0084640756992083
0,2005-02-01,-0.0084640756992083,-0.00743519482488895,-49.31677144644215,-0.0068848426862778
0,2005-03-01,-0.0068848426862778,-0.0089700705306744,-65.33398281493965,-0.0165669069088469
0,2005-04-01,-0.0165669069088469,-0.0099736719768501,-95.96497673221998,-0.0153890319542456
0,2005-05-01,-0.0153890319542456,-0.0121143432623106,-28.99971410107553,-0.0211035669479591
0,2005-06-01,-0.0211035669479591,-0.0163612437575868,8.57289177863574,-0.01621526261771
0,2005-07-01,-0.01621526261771,-0.0125559826193416,-5.836388901484256,-0.0122398094128586
0,2005-08-01,-0.0122398094128586,-0.0116803787209671,-16.710395293025186,-0.0081242714860599
0,2005-09-01,-0.0081242714860599,-0.011952160961029249,16.582509451526775,-0.0025942240691358
0,2005-10-01,-0.0025942240691358,-0.0035483789318933,-18.43595361481516,-0.0296092417379219
0,2005-11-01,-0.0296092417379219,-0.02458655415420235,11.308517028786696,-0.0094061824765414
0,2005-12-01,-0.0094061824765414,-0.0144782081920798,65.91383946975878,-0.0007004122970342
0,2006-01-01,-0.0007004122970342,-0.0071771377987433,-60.42997279884867,-0.0090224258988251
0,2006-02-01,-0.0090224258988251,-0.0092372287539818,-53.75719312015843,-0.0067313726671152
0,2006-03-01,-0.0067313726671152,-0.0064589820575442995,13.146567065496868,-0.0124445551467995
0,2006-04-01,-0.0124445551467995,-0.0114912377469846,96.23793333099808,-0.0104389924863
0,2006-05-01,-0.0104389924863,-0.013345549181852,-12.27505177160613,-0.0159783068615857
0,2006-06-01,-0.0159783068615857,-0.013068992772753599,-14.689885372257962,-0.0197772388396801
0,2006-07-01,-0.0197772388396801,-0.01423292746585595,14.845829204941284,-0.0274135471024979
0,2006-08-01,-0.0274135471024979,-0.01520294121772705,-3.9052096344340512,-0.0179840717662623
0,2006-09-01,-0.0179840717662623,-0.0145371937239566,21.74870108539353,-0.0175755816429284
0,2006-10-01,-0.0175755816429284,-0.02423084379306955,-15.470306642353536,0.0021458188305346
0,2006-11-01,0.0021458188305346,-0.0040074790830858,-86.90229748615195,0.0073289202121461
0,2006-12-01,0.0073289202121461,-0.0025421050135389003,-49.92425780576099,-0.0072447282355834
0,2007-01-01,-0.0072447282355834,-0.01082190432675725,-84.89432438478178,-0.014140247725674
0,2007-02-01,-0.014140247725674,-0.018342595184935202,12.469521797433174,0.0001990420333357
0,2007-03-01,0.0001990420333357,-0.004163772474879,0.2678227065777605,-0.0086182114198389
0,2007-04-01,-0.0086182114198389,-0.0138958841080352,-38.561239265057566,-0.01140139673502
0,2007-05-01,-0.01140139673502,-0.01157846742625035,-2.143923732927263,-0.000309940126237
0,2007-06-01,-0.000309940126237,-0.009907799248945,-14.213370361346367,-0.0151197424777546
0,2007-07-01,-0.0151197424777546,-0.012706031500676701,11.164810055676773,-0.00853071814112
0,2007-08-01,-0.00853071814112,-0.01053410013430555,-15.461852069468982,-0.0076030914447595
0,2007-09-01,-0.0076030914447595,-0.0115612745147301,-42.07087628011194,-0.0099076066841247
0,2007-10-01,-0.0099076066841247,-0.0041624229439677,-9.543311953696673,-0.0041606693687069
0,2007-11-01,-0.0041606693687069,-0.0092013301846716,20.24406081894216,-0.0244490714733258
0,2007-12-01,-0.0244490714733258,-0.01837123106850605,-53.80310643631583,-0.0135735329700408
