patch_id,target_date,own_vod_t,neighbor_vod_t,precip_anom_t,temp_anom_t,soil_anom_t,pdsi_anom_t,oni_t,own_vod_t1,counterfactual_effect
0,2003-02-01,-0.0162045478720904,-0.01691378493844235,-81.99925232757818,0.9052140977647589,0.0,3.060357142857146,0.9,-0.0126983678437646,-0.0012701984760031745
0,2003-03-01,-0.0126983678437646,-0.01848999104898405,-9.92554446174762,0.3912287818060989,0.0,1.8006349206349208,0.6,-0.016061451327094,-0.001388569059924136
0,2003-04-01,-0.016061451327094,-0.01359158813804405,-23.10073983902112,-0.2396928999159087,0.0,1.2164058956916102,0.4,-0.0193394881662778,-0.0010207067550071537
0,2003-05-01,-0.0193394881662778,-0.0148338839452052,53.20792368464163,-0.11916075812445825,0.0,-0.04552862811791436,0.4,-0.013106069810524,-0.0011140012036917162
0,2003-06-01,-0.013106069810524,-0.014309364084424049,-12.0219382944517,-0.1619129180908203,0.0,1.2843679138321975,-0.3,-0.018157928464223,-0.001074610592410893
0,2003-07-01,-0.018157928464223,-0.01580786377158415,126.2416875614785,-0.43521414862738794,8.861479591836684,2.202875566893426,-0.2,-0.0268524240519507,-0.0011871455469375947
0,2003-08-01,-0.0268524240519507,-0.0233075331024026,8.245256828004486,-0.09937900967068103,-0.6378401360543933,1.892382369614508,-0.2,-0.0205700108095978,-0.0017503588424361144
0,2003-09-01,-0.0205700108095978,-0.016200381181611,11.502700193482468,-1.173547956678604,4.105626417233566,1.9385501700680279,-0.1,-0.0076461570560832,-0.0012166229831137888
0,2003-10-01,-0.0076461570560832,-0.0059446797645853,-18.05656451229005,-0.8027985890706404,-2.429152494331049,1.7964640022675737,0.2,-0.0077196111017261,-0.0004464360404714098
0,2003-11-01,-0.0077196111017261,-0.0086263513119312,7.50706673311069,-0.5455816056993257,27.03312074829924,1.7741099773242632,0.3,-0.0166956354657701,-0.0006478253288522704
0,2003-12-01,-0.0166956354657701,-0.011092466589605601,-53.22650760677644,-0.03354835510253906,15.593551587301505,-0.330045351473923,0.3,-0.0048781855891157,-0.0008330266825853794
0,2004-01-01,-0.0048781855891157,-0.00742775853803465,-14.966891767876175,0.23147371080186474,0.0,-1.465043934240366,0.4,-0.0120184798278355,-0.0005578129087882365
0,2004-02-01,-0.0120184798278355,-0.019151163872770348,30.407454521162435,0.02932230631510535,0.0,-1.430051020408162,0.4,-0.0079904033284052,-0.0014382220924183155
0,2004-03-01,-0.0079904033284052,-0.01058821072867905,9.763824082026304,-0.08230230543348682,0.0,-2.0732426303854856,0.3,-0.0210298822481171,-0.0007951578656176985
0,2004-04-01,-0.0210298822481171,-0.022866619674883203,74.51683885818346,-0.06360308329264441,0.0,-1.469603174603174,0.2,-0.0109977267200662,-0.0017172469419524106
0,2004-05-01,-0.0109977267200662,-0.0175245530278412,-59.7023711714894,0.4050634172227632,0.0,-2.5875467687074862,0.2,-0.0102949523049824,-0.0013160661927306434
0,2004-06-01,-0.0102949523049824,-0.013149722829263799,-97.56196847362445,-0.4798755645751953,0.0,-3.0038180272108854,0.2,-0.0129115181367451,-0.0009875233697474953
0,2004-07-01,-0.0129115181367451,-0.01030995066523285,21.66215920886026,-0.7364124721950951,6.937443310657557,-2.7861493764172334,0.3,-0.0137494304626704,-0.0007742609753114606
0,2004-08-01,-0.0137494304626704,-0.0144118752056373,81.37473813914694,-0.741774029201931,24.929506802721022,-1.8145790816326526,0.5,-0.0084254621926982,-0.0010823090153488923
0,2004-09-01,-0.0084254621926982,-0.002949272424563,33.210099957394405,-0.918024275037979,41.275014172335574,-0.6733092403628123,0.6,-0.0264878607382335,-0.00022148569067374606
0,2004-10-01,-0.0264878607382335,-0.0157157230504338,19.502397189848125,-0.8316783905029297,43.22526927437629,-0.12569019274376303,0.7,-0.0224154271469423,-0.001180225924628988
0,2004-11-01,-0.0224154271469423,-0.02228894617279225,-27.09881334817038,-0.012727737426757812,27.045819160997638,1.193044217687075,0.7,-0.0038965284141241,-0.001673864576346256
0,2004-12-01,-0.0038965284141241,-0.00436868198400715,-25.776679189549757,-0.18028365241156763,15.750921201814009,1.978730158730159,0.7,-0.0213432878810022,-0.0003280811018009462
0,2005-01-01,-0.0213432878810022,-0.0151292514522238,-54.96652394463308,0.244592878553604,0.0,1.5950694444444453,0.7,-0.0178623626498279,-0.0011361828359308258
0,2005-02-01,-0.0178623626498279,-0.0158454407088446,-66.46619697962888,0.6691809760199661,0.0,-0.8182142857142856,0.6,-0.0207594037972382,-0.001189967515445223
0,2005-03-01,-0.0207594037972382,-0.020060836490548697,21.842398800561227,-0.09671677483452612,0.0,0.4853061224489782,0.6,-0.0258692720392781,-0.001506537066090335
0,2005-04-01,-0.0258692720392781,-0.023470998036218597,22.82692633783444,0.02250734965006629,0.0,1.4269274376417225,0.4,-0.01837447630688,-0.0017626348002166316
0,2005-05-01,-0.01837447630688,-0.0185405061153296,13.318952449038534,0.1677756839328346,0.0,1.1530428004535134,0.4,-0.0152570097102648,-0.0013923626614462566
0,2005-06-01,-0.0152570097102648,-0.0161030395766651,-66.98440126506611,0.4301857418484154,0.0,1.39418650793651,0.3,-0.0241892224833055,-0.0012093127826646299
0,2005-07-01,-0.0241892224833055,-0.0176382032841192,13.44202012261377,0.4158363342285156,-27.70042517006796,0.39042658730158775,0.1,-0.0294499884780838,-0.0013246011470798395
0,2005-08-01,-0.0294499884780838,-0.0207105338748306,-33.01746967560612,0.20024596320258325,-42.64486961451245,-2.11745890022676,-0.1,-0.0152452880266016,-0.001555328311242242
0,2005-09-01,-0.0152452880266016,-0.0136502837865617,-38.339009774965234,0.5533027648925781,-45.43133503401361,-2.961540532879824,-0.1,-0.0143222275386298,-0.001025114705301337
0,2005-10-01,-0.0143222275386298,-0.014018715728612,-20.965995744057025,0.15884759691026318,-42.950014172335614,-2.583626700680279,-0.1,-0.0019216793759375,-0.0010527833609574409
0,2005-11-01,-0.0019216793759375,-0.01056984584754655,62.007939030695695,0.009492450290256471,-9.20338718820858,-2.3806746031745973,-0.3,-0.0153270507948599,-0.0007937786921144655
0,2005-12-01,-0.0153270507948599,-0.01665979590019055,-29.596734476881124,0.06334834628635022,15.750921201814009,-2.3175510204081635,-0.6,-0.0107446221802609,-0.001251124301270369
0,2006-01-01,-0.0107446221802609,-0.0127819359274522,-16.414650896238186,-0.04444927639431384,0.0,-1.0588081065759636,-0.8,-0.0173932470016819,-0.0009599031555922819
0,2006-02-01,-0.0173932470016819,-0.0220320460645939,-2.575200467603281,-0.16896735297308751,0.0,-1.2712301587301598,-0.9,-0.0168717723450266,-0.001654571784868407
0,2006-03-01,-0.0168717723450266,-0.017349812110989002,47.751940633961965,-0.2447914547390404,0.0,1.4063265306122443,-0.8,0.0025284405888537,-0.0013029434264728908
0,2006-04-01,0.0025284405888537,0.0012688269043015,-40.12179703870788,-0.13290511237250513,0.0,1.0526190476190465,-0.6,-0.0214357336288277,9.528689208365996e-05
0,2006-05-01,-0.0214357336288277,-0.01980430064086475,20.61068238355216,-0.1684093475341797,0.0,1.3001856575963715,-0.4,-0.0151127136990845,-0.0014872716298503282
0,2006-06-01,-0.0151127136990845,-0.01470900179160725,-37.33154675392436,-0.6583491431342239,0.0,1.0932114512471687,-0.1,-0.0175258824487369,-0.0011046227516327937
0,2006-07-01,-0.0175258824487369,-0.0176670540987009,4.50407665660606,0.23103205362955848,5.314767573696216,0.8473426870748304,0.0,-0.0215729269025417,-0.0013267677975868936
0,2006-08-01,-0.0215729269025417,-0.02052038996569515,33.61220650845208,-0.23971578809950245,23.219302721088397,1.4464866780045353,0.1,-0.0119252345109042,-0.0015410488046454524
0,2006-09-01,-0.0119252345109042,-0.0195953970456711,38.96315009917599,-0.4664997524685326,32.94916383219956,1.8984821428571426,0.3,-0.01233015898777,-0.0014715833005253271
0,2006-10-01,-0.01233015898777,-0.0189842231199961,0.8777999782934671,-0.2099030812581404,50.42096088435365,2.4145592403628124,0.5,-0.0101810782195821,-0.001425685106135919
0,2006-11-01,-0.0101810782195821,-0.01461143786274075,-10.892774316947907,0.5189257727728958,27.045819160997638,2.668962585034014,0.8,-0.0167409503377014,-0.0010972958550091155
0,2006-12-01,-0.0167409503377014,-0.020652952074019702,-1.2831914771814183,-0.4473328060573998,15.750921201814009,4.878185941043084,0.9,-0.0068958968012764,-0.0015510040091477224
0,2007-01-01,-0.0068958968012764,-0.0085218029590712,80.5020621977281,-0.046334584554035274,0.0,3.9950921201814062,0.9,-0.0133626683455454,-0.0006399739130423425
0,2007-02-01,-0.0133626683455454,-0.015522089249169702,9.113356766803122,0.2287750244140625,0.0,3.4376587301587245,0.7,-0.0086110418243028,-0.001165684332657499
0,2007-03-01,-0.0086110418243028,-0.0166844138032049,-155.2711455324199,1.3329096900092239,0.0,1.6023129251700663,0.2,-0.0160059253853595,-0.0012529730668190062
0,2007-04-01,-0.0160059253853595,-0.01813849076157355,4.868162272777397,0.015081405639648438,0.0,2.1315986394557815,-0.1,-0.0142028177980386,-0.0013621719447303206
0,2007-05-01,-0.0142028177980386,-0.0136102126342002,47.92476330734786,-0.16591029696994397,0.0,2.844766156462584,-0.3,-0.0145718864585631,-0.001022105425187719
0,2007-06-01,-0.0145718864585631,-0.0132664936436959,57.73183540748428,-0.30877706739637745,0.0,1.8651162131519272,-0.3,-0.0110730309078659,-0.0009962926730745225
0,2007-07-01,-0.0110730309078659,-0.01013176054955575,39.86407961538063,0.10483847724066919,-4.300425170067939,1.3113789682539685,-0.4,-0.0052892619451827,-0.0007608791796817043
0,2007-08-01,-0.0052892619451827,-0.0100757538751763,67.56480877795254,0.024566438462997553,1.0213435374150635,1.4434708049886622,-0.5,-0.0194526262623329,-0.000756673167088918
0,2007-09-01,-0.0194526262623329,-0.014533718765702149,-13.126546773058363,0.2882406446668817,10.183177437641802,1.808051303854876,-0.6,-0.0105217064234239,-0.0010914592738432757
0,2007-10-01,-0.0105217064234239,-0.008513767551306,7.40421991180628,0.09357727898491675,9.257015306122497,1.8886181972789131,-0.8,-0.0127346171115219,-0.0006393704666384434
0,2007-11-01,-0.0127346171115219,-0.0089095805830997,68.83714191960172,-0.5764416588677292,27.045819160997638,2.260753968253969,-1.1,-0.0032846512996418,-0.0006690953987926809
0,2007-12-01,-0.0032846512996418,-0.0077516473964848,-5.843839412229158,-0.12056753370496764,15.750921201814009,2.8721315192743773,-1.3,-0.0120616493225846,-0.000582136449373332
0,2008-01-01,-0.0120616493225846,-0.01072162813470985,1.7850747763644677,-0.3592448764377174,0.0,3.2772916666666667,-1.6,-0.0086531108172487,-0.0008051773016238568
0,2008-02-01,-0.0086531108172487,-0.0065771436668977,33.89848950575106,-0.4281734890407982,0.0,3.3118083900226747,-1.6,0.0037305635894318,-0.0004939330784063268
0,2008-03-01,0.0037305635894318,-0.00171644305546295,18.90534529895524,-0.5246512095133475,0.0,3.829818594104306,-1.5,-0.0193235082835625,-0.00012890215650312358
0,2008-04-01,-0.0193235082835625,-0.0181503626743776,-5.404254783783074,-0.4006256527370873,0.0,3.158151927437643,-1.3,-0.0171900635235835,-0.0013630635065898233
0,2008-05-01,-0.0171900635235835,-0.0130626128252715,-86.2133498657495,-0.15702968173556897,0.0,3.3936550453514736,-1.0,-0.0211034632274595,-0.0009809815463343256
0,2008-06-01,-0.0211034632274595,-0.021190850725422,16.44662198396398,-0.7488710615370024,0.0,2.597157029478458,-0.8,-0.0087228067343896,-0.0015913993464268701
0,2008-07-01,-0.0087228067343896,-0.0109393466409561,-53.02254012087359,-0.528940412733288,8.129280045351464,2.325823412698411,-0.6,-0.0133771609233488,-0.0008215276168157624
0,2008-08-01,-0.0133771609233488,-0.0163185379558106,-21.24634042433462,0.013878504435222538,1.2490079365079225,2.1248313492063495,-0.4,-0.0054438770986373,-0.001225496369825517
0,2008-09-01,-0.0054438770986373,-0.01364491101339725,10.86394864234606,0.09818394978841027,-1.9757794784580085,2.004740646258504,-0.2,0.0034567704734773,-0.0010247112185412634
0,2008-10-01,0.0034567704734773,-0.00410487406405255,34.55047283228487,-0.4399378034803618,6.2134778911564865,2.222903911564627,-0.2,0.0018109126086192,-0.0003082695445945933
0,2008-11-01,0.0018109126086192,-0.00319555823371365,5.056842303741718,-0.3514592912462007,19.765320294784672,2.004291383219955,-0.4,-0.0004451631341315,-0.00023998136509451712
0,2008-12-01,-0.0004451631341315,-0.0062716586820137,-0.9905493841040992,-0.2678216298421212,9.275637755102181,0.020430839002267942,-0.6,-0.0038187515150474,-0.00047099163959450933
0,2009-01-01,-0.0038187515150474,-0.0079540363486286,11.565780335618172,-0.19330724080403527,0.0,1.4263619614512484,-0.7,0.0112153706401398,-0.0005973355393173365
0,2009-02-01,0.0112153706401398,0.0124834001125706,99.73696634839293,-0.6218516031901018,0.0,3.252738095238094,-0.8,0.0138665050145259,0.0009374835884477847
0,2009-03-01,0.0138665050145259,0.009205292477049001,59.74179148362026,-0.3986509111192511,0.0,2.633968253968259,-0.8,-0.0060148794167866,0.0006913028939451518
0,2009-04-01,-0.0060148794167866,-0.004625839937414,46.58994531845673,-0.3064958784315337,0.0,3.961349206349206,-0.6,-0.0004086008736843,-0.0003473932570458114
0,2009-05-01,-0.0004086008736843,-0.0057267588840370495,27.29532520510253,-0.3495277828640404,0.0,3.643292233560092,-0.3,-0.0139871126284987,-0.0004300705272897601
0,2009-06-01,-0.0139871126284987,-0.0122393882522542,59.47367079826071,0.03245353698730469,0.0,3.216975623582769,0.0,-0.0131867295576302,-0.0009191586839850281
0,2009-07-01,-0.0131867295576302,-0.011526556098230351,6.49226620560512,-0.4959339565700951,8.861479591836684,4.393329081632649,0.3,-0.0100236383444458,-0.0008656261175616943
0,2009-08-01,-0.0100236383444458,-0.0124347976037506,34.52588705145753,-0.06607076856825245,28.192318594104222,4.947597789115652,0.5,-0.0091372721478604,-0.0009338336169684401
0,2009-09-01,-0.0091372721478604,-0.01076949441811055,0.2272345329402014,0.10072369045681384,21.258687641723327,4.616600056689335,0.6,-0.0142627039816765,-0.0008087719837395844
0,2009-10-01,-0.0142627039816765,-0.017936557918543948,-28.07402427811178,0.8908625708685953,11.357015306122491,4.262042233560085,0.7,-0.0010737656424026,-0.0013470071078588147
0,2009-11-01,-0.0010737656424026,0.0022934105397496,-34.60055823354051,0.72650973002116,27.045819160997638,4.23440476190476,1.0,0.0004148460416228,0.00017223150128973055
0,2009-12-01,0.0004148460416228,0.0006112675663447502,-30.309182763146254,0.7011691199408645,15.276091269841231,3.3183900226757372,1.4,-0.0134933727311061,4.5905226655481874e-05
0,2010-01-01,-0.0134933727311061,-0.01083991935640735,25.01754442299716,-0.00967958238389599,0.0,3.5279039115646262,1.6,0.0081520674737098,-0.0008140607851298571
0,2010-02-01,0.0081520674737098,0.0053008737919332995,-59.663417201535765,0.3520355224609375,0.0,2.8856632653061207,1.5,0.0072264703858107,0.00039808723100738
0,2010-03-01,0.0072264703858107,0.00420657366519815,-23.77849448262714,0.7036813100179025,0.0,1.7703174603174636,1.2,-0.010858661779858,0.0003159070236600668
0,2010-04-01,-0.010858661779858,-0.01190012215741005,-88.21343782776967,0.9313954247368699,0.0,1.7288548752834454,0.8,-0.0199953418315812,-0.0008936803372874089
0,2010-05-01,-0.0199953418315812,-0.01877207815132605,-31.20439620651308,0.3061254289415132,0.0,2.1982355442176864,0.4,-0.0256445493422714,-0.001409753354793616
0,2010-06-01,-0.0256445493422714,-0.024973879839756352,-34.43185225827622,0.48904736836751184,0.0,1.7061366213151916,-0.2,-0.0107789243978828,-0.0018754988447468313
0,2010-07-01,-0.0107789243978828,-0.01665069334770215,36.44721705904232,0.15685060289171204,8.861479591836684,1.9946896258503384,-0.7,-0.0081315696481496,-0.0012504407139869427
0,2010-08-01,-0.0081315696481496,-0.00994140057802,-37.13066838360392,-0.09775140550401673,15.622023809523895,2.1523370181405874,-1.0,-0.0151426606627229,-0.0007465834471406616
0,2010-09-01,-0.0151426606627229,-0.012987578432966,-54.4945754685672,0.6986851162380638,-18.950382653061197,1.3149900793650808,-1.3,-0.0147101663006539,-0.0009753465822443137
0,2010-10-01,-0.0147101663006539,-0.01427788903772115,-39.498777159862215,0.5806378258599167,-31.128245464852597,-0.6089101473922922,-1.6,-0.0254846557345573,-0.001072246866225441
0,2010-11-01,-0.0254846557345573,-0.0228301379287866,-23.40107186092064,0.13242403666178504,-38.56529195011338,-1.555436507936509,-1.6,-0.0198451611525651,-0.001714507220567603
0,2010-12-01,-0.0198451611525651,-0.021221472059548552,-15.882879620092012,-0.07921621534559264,-28.83774092970505,-2.0039682539682517,-1.6,-0.0086795330920341,-0.0015936989601491869
0,2011-01-01,-0.0086795330920341,-0.01449490347107055,-16.396040644543234,0.09661992390950402,0.0,-1.2277423469387763,-1.5,-0.0010824878723054,-0.001088544306657271
0,2011-02-01,-0.0010824878723054,-0.00315658037374545,-0.4270695224869882,-0.3883921305338518,0.0,-1.4312981859410459,-1.3,-0.0063172888713796,-0.00023705418950906035
0,2011-03-01,-0.0063172888713796,-0.00589172370610075,-23.38908503069541,-0.5645580291748047,0.0,-1.785034013605443,-1.0,-0.0054918222792115,-0.00044245912430350073
0,2011-04-01,-0.0054918222792115,-0.0039540895151092,-63.91479465225712,-0.10457462734646228,0.0,-2.171916099773242,-0.8,-0.0108177669992026,-0.0002969458636461987
